AE ID	Eval	Old Pred	New Pred	Confidence	Abs value	Exp typeExp factors
E-MEXP-1037	none	none	no	-0.071	0.071	none	cell type	
E-GEOD-37415	none	none	no	-0.040	0.040	none	None	
E-GEOD-70193	none	none	no	-0.014	0.014	none	sample type | strain	
E-GEOD-27525	none	none	no	-0.025	0.025	none	GENOTYPE	
E-GEOD-27527	none	none	no	-0.007	0.007	none	GENOTYPE	
E-GEOD-54597	none	none	no	-0.017	0.017	none	None	
E-GEOD-54594	none	none	no	-0.027	0.027	none	absorbed dose	
E-GEOD-73543	none	none	no	-0.059	0.059	none	cell type | time	
E-GEOD-45862	none	none	no	-0.069	0.069	none	STRAIN OR LINE	
E-GEOD-33044	none	none	no	-0.044	0.044	none	None	
E-GEOD-29277	none	none	no	-0.074	0.074	none	CELL TYPE | STRAIN OR LINE | PASSAGE	
E-GEOD-69401	none	none	no	-0.089	0.089	none	treatment	
E-GEOD-51526	none	none	no	-0.027	0.027	none	MOUSE STRAIN | INFECTION	
E-MTAB-3080	none	none	no	-0.021	0.021	none	cell type | genotype	
E-GEOD-67847	none	none	no	-0.021	0.021	none	protocol | treatment	
E-GEOD-44091	none	none	yes	0.004	0.004	none	HOURS | INJECTION	
E-GEOD-15166	none	none	no	-0.016	0.016	none	None	
E-GEOD-10401	none	none	no	-0.007	0.007	none	None	
E-GEOD-10403	none	none	no	-0.056	0.056	none	None	
E-GEOD-41907	none	none	no	-0.037	0.037	none	VARIATION | SEX	
E-GEOD-41903	none	none	no	-0.008	0.008	none	TIME-POINT | CELL TYPE | STRAIN OR LINE | CHIP ANTIBODY	
E-GEOD-29311	none	none	no	-0.010	0.010	none	STRAIN | AGE | TREATMENT PROTOCOL | GENOTYPE | TREATMENT	
E-GEOD-47211	none	none	no	-0.039	0.039	none	DIET GROUP	
E-GEOD-51420	none	none	no	-0.005	0.005	none	TRANSGENIC MICE	
E-MTAB-3556	none	none	no	-0.014	0.014	none	cell type	
E-GEOD-47083	none	none	no	-0.017	0.017	none	genotype	
E-GEOD-47084	none	none	no	-0.016	0.016	none	original mes cell line | strain that es cell-line is derived from | cell-line | treatment/cell subtype	
E-GEOD-71716	none	none	no	-0.031	0.031	none	organism part | diet	
E-GEOD-6765	none	none	no	-0.038	0.038	none	infect	
E-GEOD-54034	none	none	no	-0.013	0.013	none	TREATMENT | GENOTYPE | TIME	
E-GEOD-57838	none	none	no	-0.049	0.049	none	None	
E-GEOD-76291	none	none	yes	0.018	0.018	none	strain | cell type	
E-GEOD-5587	none	none	no	-0.022	0.022	none	None	
E-GEOD-76294	none	none	no	-0.005	0.005	none	genotype	
E-MEXP-2072	none	none	no	-0.035	0.035	none	strain | genotype | cell type | disease	
E-GEOD-37900	none	none	no	-0.062	0.062	none	VARIATION	
E-GEOD-37907	none	none	no	-0.027	0.027	none	ONCOGENES	
E-GEOD-38224	none	none	no	-0.024	0.024	none	EXPRESSION | TREATMENT	
E-MTAB-447	none	none	no	-0.126	0.126	none	Genotype	
E-GEOD-63549	none	none	no	-0.059	0.059	none	transduced	
E-GEOD-6586	none	none	no	-0.019	0.019	none	CELL TYPE	
E-GEOD-57382	none	none	no	-0.049	0.049	none	None	
E-GEOD-6588	none	none	no	-0.015	0.015	none	None	
E-GEOD-63543	none	none	no	-0.040	0.040	none	genotype	
E-GEOD-40638	none	none	no	-0.057	0.057	none	DIET	
E-GEOD-30028	none	none	no	-0.044	0.044	none	AGE | GENOTYPE	
E-GEOD-35058	none	none	no	-0.032	0.032	none	EXPOSURE	
E-GEOD-56433	none	none	no	-0.040	0.040	none	TREATMENT | TIME	
E-GEOD-35503	none	none	no	-0.051	0.051	none	TREATMENT TIME | TREATMENT	
E-GEOD-30022	none	none	no	-0.024	0.024	none	CELL TYPE	
E-GEOD-53110	none	none	no	-0.039	0.039	none	age | celltype | aire locus | facs profile	
E-GEOD-64002	none	none	no	-0.069	0.069	none	surface marker	
E-GEOD-61031	none	none	no	-0.021	0.021	none	genotype	
E-GEOD-61033	none	none	no	-0.032	0.032	none	genotype	
E-MEXP-2110	none	none	no	-0.025	0.025	none	DISEASE_STATE	
E-GEOD-64008	none	none	no	-0.028	0.028	none	shRNA | antibody | cell type | damid tagged factor	
E-GEOD-14415	none	none	no	-0.039	0.039	none	None	
E-GEOD-14413	none	none	no	-0.012	0.012	none	None	
E-GEOD-58677	none	none	no	-0.069	0.069	none	il10 status	
E-GEOD-31996	none	none	no	-0.047	0.047	none	None	
E-GEOD-42346	none	none	no	-0.010	0.010	none	TREATMENT | STAGE	
E-GEOD-31992	none	none	no	-0.051	0.051	none	PMA STIMULATED	
E-GEOD-31991	none	none	no	-0.052	0.052	none	HELIOBACTER PYLORI | BRACKEN FERN (OROGASTRICALLY OR H2O)	
E-GEOD-25310	none	none	no	-0.005	0.005	none	CELL TYPE | GENOTYPE	
E-GEOD-25313	none	none	no	-0.034	0.034	none	DISEASE STATE | DIAGNOSIS | COLLECTION DATE	
E-GEOD-66374	none	none	no	-0.072	0.072	none	irradiation dose	
E-GEOD-48841	none	none	no	-0.087	0.087	none	transfection | organism | genotype | treatment duration | treatment	
E-GEOD-48463	none	none	no	-0.066	0.066	none	ANTIBODY CATALOG # | ANTIBODY LOT # | TREATMENT | IP ANTIBODY	
E-GEOD-69554	none	none	no	-0.068	0.068	none	None	
E-GEOD-69559	none	none	no	-0.012	0.012	none	treatment	
E-GEOD-28198	none	none	no	-0.041	0.041	none	GENOTYPE/VARIATION	
E-GEOD-4180	none	none	no	-0.058	0.058	none	None	
E-GEOD-57104	none	none	no	-0.002	0.002	none	None	
E-GEOD-28197	none	none	no	-0.044	0.044	none	STRAIN | CELL TYPE	
E-GEOD-12716	none	none	no	-0.023	0.023	none	AGE	
E-GEOD-9910	none	none	no	-0.042	0.042	none	None	
E-GEOD-49598	none	none	no	-0.025	0.025	none	genotype | treatment	
E-MEXP-3303	none	none	no	-0.017	0.017	none	genotype	
E-GEOD-39172	none	none	no	-0.093	0.093	none	INFECTED WITH | CELL TYPE | GENOTYPE	
E-GEOD-39173	none	none	no	-0.005	0.005	none	STRAIN OR LINE | EXTRACELLULAR MATRIX ECM CONDITION | BATCH | ORGANISM PART	
E-GEOD-37790	none	none	no	-0.017	0.017	none	VARIATION	
E-GEOD-49844	none	none	no	-0.017	0.017	none	GENOTYPE	
E-MEXP-1795	none	none	no	-0.031	0.031	none	ISOLATE OF PARASITE	
E-GEOD-74873	none	none	no	-0.065	0.065	none	treated with	
E-MTAB-5319	none	none	no	-0.008	0.008	none	time | genotype | disease | compound	
E-GEOD-40531	none	none	no	-0.024	0.024	none	VARIATION | ORGANISM PART	
E-MTAB-5646	none	none	no	-0.073	0.073	none	genotype	
E-GEOD-31378	none	none	no	-0.067	0.067	none	TIME	
E-GEOD-42753	none	none	yes	0.003	0.003	none	VARIATION	
E-GEOD-31374	none	none	no	-0.088	0.088	none	TRANSCRIPTION FACTOR | TRANSCRIPT FACTOR | INDIVIDUAL IDENTIFIER	
E-GEOD-72122	none	none	no	-0.062	0.062	none	sex	
E-MEXP-3244	none	none	no	-0.012	0.012	none	ORGANISM | TIME	
E-GEOD-50739	none	none	no	-0.007	0.007	none	GENOTYPE	
E-GEOD-7957	none	none	no	-0.018	0.018	none	None	
E-GEOD-36971	none	none	no	-0.004	0.004	none	INFECTED WITH | STRAIN OR LINE	
E-GEOD-36974	none	none	yes	0.000	0.000	none	VARIATION	
E-GEOD-44810	none	none	no	-0.055	0.055	none	TREATMENT	
E-GEOD-36978	none	none	yes	0.003	0.003	none	TRANSFECTION | GENOTYPE	
E-GEOD-44543	none	none	no	-0.027	0.027	none	GENOTYPE	
E-GEOD-28736	none	none	no	-0.064	0.064	none	None	
E-GEOD-28731	none	none	no	-0.019	0.019	none	HEMISPHERE | GENOTYPE | TREATMENT	
E-GEOD-22234	none	none	yes	0.013	0.013	none	GENOTYPE	
E-GEOD-54291	none	none	no	-0.016	0.016	none	CELL TYPE	
E-GEOD-39509	none	none	no	-0.021	0.021	none	growth condition | cell type | genotype	
E-GEOD-45424	none	none	no	-0.045	0.045	none	GENETIC MODIFICATION | TREATMENT | CELL TYPE | GENOTYPE	
E-GEOD-34825	none	none	no	-0.009	0.009	none	GENOTYPE	
E-GEOD-20850	none	none	no	-0.034	0.034	none	CELL TYPE	
E-GEOD-20503	none	none	no	-0.086	0.086	none	CELL TYPE | PASSAGE	
E-GEOD-44972	none	none	no	-0.036	0.036	none	CELL TYPE | VARIATION	
E-GEOD-20500	none	none	no	-0.037	0.037	none	None	
E-MEXP-1371	none	none	no	-0.040	0.040	none	cell type | genotype	
E-GEOD-50458	none	none	no	-0.021	0.021	none	GENOTYPE	
E-GEOD-50459	none	none	no	-0.016	0.016	none	CELL TYPE | GENOTYPE	
E-GEOD-58432	none	none	no	-0.004	0.004	none	sirna | lps addition	
E-GEOD-24197	none	none	no	-0.030	0.030	none	RECOVERY TIME | CELL LINE | THERMOTOLERANCE | TREATMENT	
E-MTAB-6015	none	none	no	-0.062	0.062	none	compound | dose	
E-GEOD-48646	none	none	no	-0.052	0.052	none	TREATMENT	
E-GEOD-48644	none	none	no	-0.078	0.078	none	TREATMENT	
E-GEOD-62704	none	none	no	-0.054	0.054	none	selection marker | strain | treatment | organism part	
E-GEOD-54120	none	none	no	-0.037	0.037	none	isolation beads	
E-MTAB-1816	none	none	no	-0.020	0.020	none	genotype | treatment	
E-GEOD-41220	none	none	no	-0.022	0.022	none	None	
E-GEOD-24995	none	none	no	-0.090	0.090	none	CONDITION	
E-GEOD-41229	none	none	no	-0.032	0.032	none	GENOTYPE | ORGANISM PART	
E-GEOD-76733	none	none	no	-0.016	0.016	none	age	
E-MTAB-3941	none	none	yes	0.014	0.014	none	genetic modification | genotype	
E-GEOD-75272	none	none	no	-0.028	0.028	none	genetic characteristics	
E-GEOD-75277	none	none	no	-0.040	0.040	none	treatment	
E-MEXP-3935	none	none	no	-0.053	0.053	none	phenotype	
E-GEOD-59859	none	none	yes	0.011	0.011	none	chip antibody lot | chip antibody cat. # | chip antibody vendor | genotype | chip antibody	
E-GEOD-57698	none	none	no	-0.041	0.041	none	None	
E-GEOD-65839	none	none	no	-0.049	0.049	none	treatment	
E-GEOD-66332	none	none	no	-0.031	0.031	none	phenotype markers | separation method | organism part | age | sex | exclusion markers | genetic background	
E-GEOD-66336	none	none	no	-0.034	0.034	none	stress	
E-GEOD-43991	none	none	no	-0.052	0.052	none	CELL | TRANSFORMATION	
E-GEOD-58585	none	none	no	-0.049	0.049	none	treated with	
E-MTAB-5338	none	none	no	-0.054	0.054	none	phenotype | cell type | genotype	
E-GEOD-76397	none	none	no	-0.060	0.060	none	genotype | condition	
E-GEOD-32505	none	none	no	-0.078	0.078	none	INFECTED WITH	
E-GEOD-80669	none	none	no	-0.073	0.073	none	strain | cell type | organism part | chip antibody	
E-GEOD-38031	none	none	no	-0.026	0.026	none	None	
E-GEOD-37028	none	none	no	-0.066	0.066	none	CELL TYPE | VARIATION	
E-GEOD-37029	none	none	no	-0.058	0.058	none	CELL TYPE	
E-GEOD-32055	none	none	yes	0.003	0.003	none	TIME	
E-GEOD-65783	none	none	no	-0.033	0.033	none	organism part	
E-GEOD-26269	none	none	no	-0.021	0.021	none	INFECTION	
E-GEOD-55651	none	none	no	-0.032	0.032	none	GENOTYPE | TREATMENT	
E-GEOD-33452	none	none	no	-0.032	0.032	none	STRAIN	
E-GEOD-47478	none	none	no	-0.053	0.053	none	None	
E-GEOD-3483	none	none	no	-0.025	0.025	none	None	
E-GEOD-15623	none	none	no	-0.070	0.070	none	PROTOCOL | TREATMENT	
E-GEOD-47473	none	none	no	-0.044	0.044	none	CELL LINE | CELL TYPE | CELL TYPE DERIVED FROM	
E-MTAB-4648	none	none	no	-0.037	0.037	none	genotype | disease | compound	
E-GEOD-43504	none	none	no	-0.027	0.027	none	GROWTH DURATION | TREATMENT PROTOCOL | IMMUNOPRECIPITATE | GENOTYPE | CHIP ANTIBODY	
E-GEOD-43507	none	none	no	-0.061	0.061	none	TREATMENT	
E-GEOD-11291	none	none	no	-0.029	0.029	none	None	
E-MEXP-1264	none	none	no	-0.010	0.010	none	genotype	
E-GEOD-3079	none	none	no	-0.044	0.044	none	None	
E-GEOD-70383	none	none	no	-0.081	0.081	none	stimulation	
E-GEOD-6939	none	none	no	-0.024	0.024	none	None	
E-GEOD-6931	none	none	yes	0.013	0.013	none	None	
E-GEOD-6933	none	none	no	-0.041	0.041	none	None	
E-GEOD-9215	none	none	no	-0.001	0.001	none	None	
E-GEOD-6246	none	none	no	-0.042	0.042	none	CellLine | DISEASESTATE | GENOTYPE	
E-GEOD-34224	none	none	no	-0.055	0.055	none	VARIATION | RETROVIRUS TRANSDUCTION	
E-GEOD-33901	none	none	no	-0.038	0.038	none	E2F1 GENOTYPE | TREATMENT | STRAIN OR LINE | TIME	
E-GEOD-33900	none	none	no	-0.037	0.037	none	E2F1 GENOTYPE | TREATMENT | STRAIN OR LINE | TIME	
E-GEOD-21063	none	none	no	-0.056	0.056	none	TIME STIMULATED WITH ANTI-IGM	
E-GEOD-21062	none	none	no	-0.064	0.064	none	PROTOCOL	
E-GEOD-1921	none	none	no	-0.066	0.066	none	Treatment | Time	
E-GEOD-56072	none	none	no	-0.076	0.076	none	processing batch | mifepristone treatment | replicate | fraction | dose 4ei-1 | dose 4ei-4 | cell type	
E-GEOD-69032	none	none	no	-0.051	0.051	none	genotype | treated with	
E-GEOD-61208	none	none	no	-0.075	0.075	none	None	
E-GEOD-30906	none	none	no	-0.037	0.037	none	GENOTYPE | TREATMENT	
E-GEOD-30907	none	none	no	-0.059	0.059	none	TISSUE | TREATMENT	
E-GEOD-17442	none	none	no	-0.051	0.051	none	None	
E-GEOD-30905	none	none	no	-0.057	0.057	none	TISSUE	
E-GEOD-17995	none	none	no	-0.090	0.090	none	None	
E-GEOD-60005	none	none	no	-0.018	0.018	none	antibody | cell type	
E-GEOD-66926	none	none	no	-0.055	0.055	none	time | genotype | compound	
E-GEOD-72869	none	none	no	-0.037	0.037	none	organism	
E-GEOD-65621	none	none	no	-0.034	0.034	none	culture condition | organism | genotype | lab data id | chip antibody	
E-GEOD-50927	none	none	no	-0.018	0.018	none	vili  condition | injury level | genotype	
E-GEOD-15974	none	none	no	-0.042	0.042	none	CELL LINE | TREATMENT	
E-GEOD-27379	none	none	no	-0.070	0.070	none	TISSUE	
E-GEOD-34048	none	none	no	-0.028	0.028	none	None	
E-GEOD-29102	none	none	no	-0.066	0.066	none	STRAIN | CELL LINE	
E-GEOD-65625	none	none	no	-0.023	0.023	none	treatment group	
E-GEOD-29108	none	none	no	-0.016	0.016	none	ORGANISM PART	
E-GEOD-45837	none	none	no	-0.040	0.040	none	COMPOUND	
E-GEOD-45835	none	none	yes	0.026	0.026	none	DAYS POST-INFECTION | AGE | CELL TYPE | CONDITION | GENOTYPE	
E-GEOD-49479	none	none	no	-0.010	0.010	none	BATCH | GENOTYPE	
E-GEOD-25109	none	none	no	-0.041	0.041	none	CELL TYPE | CELL PHENOTYPE	
E-GEOD-63628	none	none	no	-0.069	0.069	none	stimulated by	
E-GEOD-54297	none	none	no	-0.050	0.050	none	None	
E-GEOD-46125	none	none	yes	0.007	0.007	none	AGE | GENOTYPE	
E-GEOD-23977	none	none	no	-0.000	0.000	none	STRAIN	
E-GEOD-85409	none	none	no	-0.023	0.023	none	organism | genotype | treatment	
E-GEOD-5912	none	none	no	-0.034	0.034	none	None	
E-GEOD-56446	none	none	yes	0.015	0.015	none	TREATMENT	
E-GEOD-75808	none	none	no	-0.044	0.044	none	strain | age | cell type | organism part | sex	
E-GEOD-48870	none	none	no	-0.021	0.021	none	clinical information | treatment | organism part | strain	
E-GEOD-48879	none	none	no	-0.056	0.056	none	GENOTYPE | TREATMENT	
E-GEOD-75804	none	none	no	-0.040	0.040	none	None	
E-GEOD-68788	none	none	no	-0.039	0.039	none	ifnβ  status	
E-GEOD-4066	none	none	no	-0.063	0.063	none	time | irradiate | compound	
E-GEOD-38035	none	none	no	-0.040	0.040	none	GENOTYPE	
E-GEOD-46492	none	none	no	-0.066	0.066	none	None	
E-GEOD-36503	none	none	no	-0.014	0.014	none	GENOTYPE	
E-GEOD-76123	none	none	no	-0.078	0.078	none	recipient mouse leukemia status	
E-GEOD-30769	none	none	no	-0.042	0.042	none	VARIATION	
E-MEXP-2306	none	none	no	-0.044	0.044	none	TIME | COMPOUND1 | COMPOUND2 | GENOTYPE	
E-MEXP-2877	none	none	no	-0.093	0.093	none	CLINICAL_INFORMATION | DOSE | COMPOUND	
E-MEXP-2876	none	none	no	-0.093	0.093	none	CLINICAL_INFORMATION | DOSE | COMPOUND	
E-GEOD-38591	none	none	no	-0.041	0.041	none	FRACTION	
E-GEOD-23656	none	none	no	-0.025	0.025	none	AGE | CELL TYPE | GENOTYPE	
E-GEOD-38596	none	none	no	-0.014	0.014	none	IMMUNOPRECIPITATE | DEVELOPMENT STAGE | CELL TYPE	
E-GEOD-28505	none	none	no	-0.037	0.037	none	GROUP | ORGANISM PART	
E-GEOD-65006	none	none	yes	0.007	0.007	none	genotype	
E-GEOD-52381	none	none	no	-0.030	0.030	none	TRANSFECTION | AMOUNT IN µG	
E-GEOD-55862	none	none	yes	0.003	0.003	none	merged_sample | cell line | Sex | replicate | treatment | organism | cell type	
E-GEOD-39831	none	none	no	-0.044	0.044	none	GROUP	
E-GEOD-23337	none	none	no	-0.034	0.034	none	TISSUE | TREATMENT	
E-GEOD-23621	none	none	no	-0.024	0.024	none	TREATMENT	
E-GEOD-48252	none	none	no	-0.095	0.095	none	CELL TYPE | STRAIN OR LINE | CHEMICAL TREATMENT CONDITION	
E-GEOD-24797	none	none	no	-0.050	0.050	none	CELL TYPE | TRANSDUCTION PROTOCOL	
E-GEOD-61835	none	none	no	-0.043	0.043	none	GENOTYPE | STIMULATED WITH	
E-GEOD-50471	none	none	no	-0.042	0.042	none	sample type	
E-GEOD-45160	none	none	no	-0.034	0.034	none	GENOTYPE	
E-GEOD-70816	none	none	no	-0.054	0.054	none	cell type | cell subtype	
E-MTAB-5789	none	none	no	-0.093	0.093	none	compound | organism part | dose	
E-GEOD-81329	none	none	no	-0.012	0.012	none	transduction | leukemic_state	
E-GEOD-54355	none	none	no	-0.051	0.051	none	None	
E-MEXP-277	none	none	no	-0.035	0.035	none	strain_or_line	
E-GEOD-53835	none	none	no	-0.101	0.101	none	INJECTED WITH | TREATED WITH	
E-GEOD-55403	none	none	yes	0.035	0.035	none	STRAIN/BACKGROUND | GENOTYPE | TREATMENT	
E-MTAB-2379	none	none	no	-0.043	0.043	none	dose | compound	
E-GEOD-53832	none	none	no	-0.081	0.081	none	CELL TYPE | GENOTYPE	
E-GEOD-43693	none	none	no	-0.005	0.005	none	None	
E-GEOD-64667	none	none	no	-0.065	0.065	none	cell line | organism	
E-GEOD-64661	none	none	yes	0.004	0.004	none	cell type	
E-GEOD-45222	none	none	yes	0.008	0.008	none	CELL LINE | TREATMENT	
E-GEOD-45221	none	none	no	-0.004	0.004	none	None	
E-GEOD-81181	none	none	no	-0.025	0.025	none	cell type | genotype	
E-GEOD-70605	none	none	yes	0.010	0.010	none	development stage | genotype | organism part	
E-GEOD-31414	none	none	yes	0.024	0.024	none	CULTURE MEDIUM | STRAIN OR LINE	
E-GEOD-31413	none	none	no	-0.003	0.003	none	NANOG OVEREXPRESSION	
E-GEOD-1819	none	none	no	-0.059	0.059	none	dose | time | compound	
E-MTAB-1177	none	none	no	-0.030	0.030	none	GeneticModification	
E-GEOD-28231	none	none	no	-0.099	0.099	none	TREATMENT	
E-MEXP-1017	none	none	no	-0.026	0.026	none	dose | genotype | compound	
E-GEOD-49433	none	none	no	-0.032	0.032	none	TRANSGENE	
E-GEOD-45597	none	none	no	-0.030	0.030	none	CELL TYPE | GENOTYPE	
E-GEOD-27054	none	none	no	-0.084	0.084	none	SEX	
E-GEOD-62846	none	none	no	-0.016	0.016	none	genotype | compound	
E-GEOD-37236	none	none	no	-0.024	0.024	none	AGE | VARIATION | SEX	
E-GEOD-51095	none	none	no	-0.044	0.044	none	AGE | GENOTYPE	
E-GEOD-1956	none	none	no	-0.027	0.027	none	CellLine	
E-GEOD-3714	none	none	yes	0.003	0.003	none	Genotype	
E-GEOD-3244	none	none	no	-0.023	0.023	none	None	
E-GEOD-3245	none	none	no	-0.035	0.035	none	None	
E-GEOD-3711	none	none	no	-0.045	0.045	none	CellType	
E-MEXP-893	none	none	no	-0.049	0.049	none	diet	
E-MEXP-890	none	none	no	-0.054	0.054	none	host	
E-GEOD-32266	none	none	no	-0.023	0.023	none	VARIATION	
E-GEOD-13235	none	none	no	-0.118	0.118	none	None	
E-GEOD-15360	none	none	no	-0.058	0.058	none	TREATMENT	
E-GEOD-21272	none	none	no	-0.051	0.051	none	RATIO | OD260 | OD280	
E-GEOD-53765	none	none	no	-0.065	0.065	none	PROTOCOL | ORGANISM	
E-MTAB-901	none	none	no	-0.051	0.051	none	disease	
E-GEOD-84972	none	none	no	-0.022	0.022	none	sample type	
E-GEOD-32199	none	none	no	-0.056	0.056	none	TREATMENT GROUP	
E-GEOD-67867	none	none	no	-0.024	0.024	none	growth condition | cell line | organism | genotype | chip antibody	
E-GEOD-67868	none	none	no	-0.028	0.028	none	treatment | cell line | genotype | cell type | chip antibody	
E-GEOD-67319	none	none	no	-0.052	0.052	none	cell type	
E-GEOD-15107	none	none	no	-0.044	0.044	none	None	
E-GEOD-52402	none	none	no	-0.057	0.057	none	DEVELOPMENTAL STAGE	
E-GEOD-57604	none	none	no	-0.086	0.086	none	GENOTYPE | TREATED WITH	
E-GEOD-51408	none	none	no	-0.014	0.014	none	GR-STATUS	
E-GEOD-9237	none	none	no	-0.077	0.077	none	None	
E-MEXP-23	none	none	yes	0.008	0.008	none	None	
E-GEOD-26676	none	none	no	-0.009	0.009	none	TUMOR TYPE | AGE | TISSUE | GENOTYPE | PURIFICATION	
E-GEOD-26671	none	none	no	-0.087	0.087	none	None	
E-GEOD-2042	none	none	no	-0.085	0.085	none	CellLine | Compound	
E-GEOD-42385	none	none	no	-0.096	0.096	none	TREATMENT	
E-GEOD-79495	none	none	no	-0.029	0.029	none	genotype	
E-GEOD-8374	none	none	no	-0.053	0.053	none	None	
E-GEOD-8373	none	none	no	-0.053	0.053	none	None	
E-GEOD-8372	none	none	no	-0.014	0.014	none	None	
E-GEOD-11589	none	none	no	-0.048	0.048	none	None	
E-GEOD-38203	none	none	no	-0.037	0.037	none	ANIMAL POOL | INFECTED WITH | SAMPLE TYPE | CELL SUBPOPULATION	
E-GEOD-37926	none	none	no	-0.021	0.021	none	GFP LEVEL	
E-GEOD-52011	none	none	no	-0.005	0.005	none	AGE | GENOTYPE	
E-GEOD-34691	none	none	no	-0.041	0.041	none	VARIATION	
E-GEOD-16104	none	none	no	-0.067	0.067	none	None	
E-GEOD-11724	none	none	no	-0.031	0.031	none	None	
E-GEOD-64068	none	none	no	-0.081	0.081	none	transfected with	
E-GEOD-11580	none	none	yes	0.002	0.002	none	TREATMENT	
E-GEOD-35075	none	none	no	-0.057	0.057	none	GENOTYPE | TREATMENT	
E-GEOD-35076	none	none	no	-0.042	0.042	none	TRANSGENE	
E-GEOD-61540	none	none	no	-0.027	0.027	none	STRAIN BACKGROUND | CELL TYPE	
E-GEOD-30598	none	none	yes	0.011	0.011	none	None	
E-GEOD-64063	none	none	yes	0.014	0.014	none	age | genotype | organism part | chip antibody	
E-GEOD-61010	none	none	no	-0.006	0.006	none	GENOTYPE	
E-GEOD-49251	none	none	no	-0.045	0.045	none	GROUP | COMPOUND	
E-GEOD-65256	none	none	no	-0.031	0.031	none	None	
E-GEOD-65257	none	none	no	-0.035	0.035	none	None	
E-GEOD-42322	none	none	no	-0.040	0.040	none	GENOTYPE	
E-GEOD-45609	none	none	no	-0.045	0.045	none	AGE | TREATMENT	
E-GEOD-72552	none	none	no	-0.033	0.033	none	None	
E-GEOD-47376	none	none	no	-0.034	0.034	none	mammary epithelial cell population | developmental stage | genotype	
E-GEOD-10882	none	none	no	-0.054	0.054	none	BONE MARROW CELLS FROM CX3CR1+/GFP C57BL/6 MICE WERE SORTED AS FOLLOWS	
E-GEOD-43337	none	none	yes	0.021	0.021	none	EXPERIMENTAL RUN | DAY | GENOTYPE	
E-GEOD-62169	none	none	no	-0.045	0.045	none	infected with	
E-GEOD-43339	none	none	no	-0.012	0.012	none	CELL TYPE	
E-GEOD-43338	none	none	no	-0.008	0.008	none	STRAIN OR LINE | ORGANISM PART | ANIMALS PER SAMPLE | EXPERIMENTAL BLOCK	
E-GEOD-40679	none	none	no	-0.053	0.053	none	TUMOR	
E-GEOD-40672	none	none	no	-0.087	0.087	none	DIET	
E-GEOD-40671	none	none	no	-0.068	0.068	none	DIET | TIME	
E-GEOD-40670	none	none	no	-0.054	0.054	none	diet	
E-MTAB-1839	none	none	no	-0.075	0.075	none	genotype	
E-GEOD-38779	none	none	no	-0.057	0.057	none	TIME | HOST CELL | ORGANISM | PARASITES | PARASITE	
E-GEOD-44937	none	none	no	-0.048	0.048	none	CELL TYPE | ACTIVATION STATUS	
E-MEXP-3321	none	none	no	-0.019	0.019	none	GENOTYPE	
E-GEOD-34392	none	none	no	-0.097	0.097	none	GENOTYPE	
E-MEXP-3325	none	none	no	-0.096	0.096	none	DISEASE_STATE | TREATMENT | TIME	
E-GEOD-39152	none	none	no	-0.052	0.052	none	SORT | CELL TYPE | ORGANISM PART	
E-GEOD-39153	none	none	no	-0.042	0.042	none	GENOTYPE	
E-GEOD-9978	none	none	no	-0.030	0.030	none	None	
E-GEOD-58712	none	none	yes	0.001	0.001	none	GENOTYPE | ORGANISM PART	
E-GEOD-6813	none	none	no	-0.018	0.018	none	%FOXP3+ AFTER RESTAINING | SORTING | GENETIC BACKGROUND	
E-GEOD-79809	none	none	no	-0.096	0.096	none	strain | treatment | genotype | time	
E-GEOD-60768	none	none	no	-0.054	0.054	none	batch barcode | cell barcode | cell type | growth medium	
E-GEOD-60764	none	none	no	-0.005	0.005	none	mrna targeted by 1st sirna | biological replica # | mrna targeted by 2nd sirna	
E-GEOD-60763	none	none	no	-0.010	0.010	none	strain | antibody	
E-GEOD-25592	none	none	no	-0.004	0.004	none	REPLICATE | TRANFECTION | TIME	
E-GEOD-72146	none	none	no	-0.016	0.016	none	strain | sorting markers | age or tumor stage	
